Dog_ID,Fur_Quality,Eye_Condition,Ear_Condition,Energy_Level,Appetite,Weight_Change,Gender
Dog_8116,Smooth,Clear,Inflamed,Low,Normal,Gaining,Female
Dog_8117,Smooth,Redness,Smelly,High,Increased,Losing,Female
Dog_8118,Coarse,Cloudy,Smelly,High,Decreased,Stable,Male
Dog_8119,Shedding,Redness,Smelly,Low,Normal,Gaining,Male
Dog_8120,Shedding,Redness,Smelly,High,Normal,Losing,Female
Dog_8121,Smooth,Cloudy,Inflamed,Low,Increased,Stable,Female
Dog_8122,Coarse,Cloudy,Smelly,Low,Decreased,Gaining,Male
Dog_8123,Shedding,Clear,Smelly,Low,Normal,Losing,Female
Dog_8124,Smooth,Cloudy,Inflamed,High,Normal,Stable,Male
Dog_8125,Shiny,Redness,Clean,High,Normal,Gaining,Male
Dog_8126,Coarse,Redness,Inflamed,Normal,Normal,Losing,Female
Dog_8127,Shiny,Cloudy,Clean,Low,Normal,Stable,Female
Dog_8128,Shiny,Clear,Smelly,High,Normal,Losing,Male
Dog_8129,Shedding,Redness,Inflamed,High,Decreased,Losing,Female
Dog_8130,Shedding,Cloudy,Smelly,Low,Increased,Gaining,Female
Dog_8131,Shedding,Clear,Inflamed,Low,Increased,Losing,Male
Dog_8132,Coarse,Clear,Clean,Low,Increased,Gaining,Male
Dog_8133,Shiny,Redness,Inflamed,Normal,Normal,Gaining,Male
Dog_8134,Coarse,Redness,Smelly,Normal,Increased,Losing,Female
Dog_8135,Shedding,Clear,Inflamed,Normal,Decreased,Losing,Male
Dog_8136,Shiny,Clear,Smelly,Low,Normal,Losing,Male
Dog_8137,Coarse,Clear,Inflamed,High,Decreased,Losing,Male
Dog_8138,Coarse,Cloudy,Clean,Low,Normal,Stable,Female
Dog_8139,Smooth,Redness,Inflamed,High,Normal,Gaining,Female
Dog_8140,Coarse,Clear,Inflamed,Normal,Increased,Losing,Male
Dog_8141,Shedding,Redness,Inflamed,Normal,Decreased,Stable,Female
Dog_8142,Coarse,Redness,Inflamed,Normal,Increased,Losing,Female
Dog_8143,Shiny,Redness,Clean,High,Normal,Stable,Male
Dog_8144,Coarse,Clear,Smelly,High,Decreased,Gaining,Female
Dog_8145,Smooth,Cloudy,Inflamed,Low,Decreased,Losing,Female
Dog_8146,Shiny,Clear,Inflamed,Low,Normal,Stable,Male
Dog_8147,Shiny,Redness,Inflamed,Low,Increased,Stable,Female
Dog_8148,Smooth,Clear,Clean,Normal,Normal,Gaining,Female
Dog_8149,Shedding,Clear,Smelly,Low,Decreased,Losing,Female
Dog_8150,Shiny,Redness,Smelly,Normal,Decreased,Losing,Female
Dog_8151,Shedding,Redness,Inflamed,High,Decreased,Gaining,Female
Dog_8152,Shiny,Clear,Inflamed,Normal,Normal,Gaining,Male
Dog_8153,Shiny,Clear,Smelly,Normal,Decreased,Gaining,Male
Dog_8154,Shedding,Clear,Inflamed,Normal,Decreased,Stable,Female
Dog_8155,Shiny,Clear,Inflamed,High,Increased,Stable,Male
Dog_8156,Shedding,Cloudy,Inflamed,High,Increased,Gaining,Male
Dog_8157,Smooth,Clear,Clean,Low,Decreased,Losing,Male
Dog_8158,Shedding,Cloudy,Clean,Low,Increased,Stable,Male
Dog_8159,Smooth,Redness,Smelly,Low,Normal,Gaining,Female
Dog_8160,Shiny,Cloudy,Clean,High,Increased,Stable,Female
Dog_8161,Shedding,Redness,Clean,High,Increased,Stable,Female
Dog_8162,Shiny,Cloudy,Smelly,High,Increased,Gaining,Male
Dog_8163,Shedding,Redness,Clean,High,Increased,Losing,Female
Dog_8164,Smooth,Clear,Smelly,High,Normal,Losing,Male
Dog_8165,Smooth,Cloudy,Inflamed,Normal,Increased,Stable,Female
Dog_8166,Shedding,Cloudy,Smelly,Low,Decreased,Losing,Female
Dog_8167,Smooth,Redness,Smelly,Normal,Increased,Losing,Male
Dog_8168,Shiny,Redness,Smelly,Low,Increased,Gaining,Female
Dog_8169,Shiny,Cloudy,Inflamed,Normal,Decreased,Gaining,Male
Dog_8170,Coarse,Redness,Inflamed,High,Normal,Gaining,Female
Dog_8171,Smooth,Clear,Inflamed,Low,Decreased,Losing,Male
Dog_8172,Shiny,Cloudy,Smelly,Normal,Decreased,Losing,Male
Dog_8173,Shedding,Clear,Smelly,Low,Decreased,Gaining,Male
Dog_8174,Smooth,Cloudy,Smelly,High,Decreased,Losing,Female
Dog_8175,Shiny,Clear,Smelly,High,Increased,Gaining,Female
Dog_8176,Smooth,Cloudy,Smelly,Low,Increased,Stable,Male
Dog_8177,Shedding,Redness,Smelly,Low,Increased,Stable,Male
Dog_8178,Shiny,Cloudy,Smelly,High,Increased,Losing,Male
Dog_8179,Coarse,Clear,Clean,High,Normal,Losing,Female
Dog_8180,Coarse,Cloudy,Inflamed,High,Increased,Losing,Male
Dog_8181,Smooth,Clear,Clean,Normal,Increased,Losing,Female
Dog_8182,Shedding,Clear,Inflamed,Low,Normal,Stable,Female
Dog_8183,Shiny,Clear,Smelly,High,Decreased,Gaining,Female
Dog_8184,Shedding,Redness,Clean,Low,Increased,Stable,Male
Dog_8185,Shiny,Cloudy,Smelly,Normal,Increased,Gaining,Female
Dog_8186,Smooth,Clear,Clean,Normal,Decreased,Losing,Male
Dog_8187,Shiny,Redness,Clean,High,Increased,Gaining,Male
Dog_8188,Shedding,Clear,Smelly,Low,Decreased,Gaining,Female
Dog_8189,Shedding,Cloudy,Clean,Normal,Decreased,Gaining,Female
Dog_8190,Smooth,Redness,Clean,Low,Decreased,Gaining,Male
Dog_8191,Shedding,Clear,Inflamed,Low,Increased,Stable,Female
Dog_8192,Shiny,Clear,Smelly,High,Decreased,Losing,Female
Dog_8193,Smooth,Clear,Smelly,Normal,Increased,Losing,Female
Dog_8194,Shiny,Cloudy,Clean,Normal,Normal,Gaining,Female
Dog_8195,Shedding,Redness,Smelly,Normal,Decreased,Losing,Male
Dog_8196,Smooth,Redness,Inflamed,Low,Increased,Stable,Female
Dog_8197,Shiny,Redness,Inflamed,Normal,Decreased,Gaining,Female
Dog_8198,Shedding,Clear,Smelly,Normal,Increased,Losing,Female
Dog_8199,Shedding,Redness,Smelly,Low,Increased,Losing,Female
Dog_8200,Coarse,Clear,Inflamed,Normal,Normal,Gaining,Female
Dog_8201,Shedding,Cloudy,Smelly,Normal,Decreased,Stable,Female
Dog_8202,Shiny,Redness,Clean,Low,Increased,Gaining,Female
Dog_8203,Smooth,Clear,Smelly,Normal,Normal,Gaining,Female
Dog_8204,Coarse,Redness,Clean,High,Increased,Losing,Female
Dog_8205,Shedding,Redness,Inflamed,Low,Increased,Losing,Male
Dog_8206,Shedding,Cloudy,Smelly,Normal,Normal,Gaining,Male
Dog_8207,Shedding,Redness,Inflamed,High,Decreased,Gaining,Female
Dog_8208,Shiny,Cloudy,Smelly,Low,Normal,Losing,Female
Dog_8209,Coarse,Redness,Clean,Normal,Decreased,Gaining,Male
Dog_8210,Shiny,Redness,Smelly,Low,Increased,Stable,Male
Dog_8211,Coarse,Redness,Inflamed,High,Increased,Gaining,Female
Dog_8212,Smooth,Redness,Clean,Low,Normal,Stable,Male
Dog_8213,Shiny,Redness,Smelly,Normal,Normal,Gaining,Male
Dog_8214,Shiny,Redness,Inflamed,High,Normal,Gaining,Male
Dog_8215,Smooth,Cloudy,Inflamed,Low,Increased,Gaining,Male
Dog_8216,Coarse,Cloudy,Smelly,Normal,Decreased,Losing,Male
Dog_8217,Shedding,Clear,Inflamed,Normal,Normal,Losing,Male
Dog_8218,Smooth,Redness,Clean,High,Decreased,Losing,Male
Dog_8219,Shedding,Cloudy,Smelly,High,Normal,Losing,Male
Dog_8220,Shedding,Redness,Clean,Low,Normal,Losing,Female
Dog_8221,Smooth,Redness,Inflamed,Normal,Normal,Losing,Male
Dog_8222,Coarse,Cloudy,Inflamed,High,Normal,Gaining,Female
Dog_8223,Shedding,Redness,Inflamed,Normal,Increased,Stable,Male
Dog_8224,Smooth,Cloudy,Clean,Low,Increased,Losing,Female
Dog_8225,Shiny,Cloudy,Inflamed,High,Normal,Losing,Female
Dog_8226,Shiny,Clear,Smelly,Low,Increased,Gaining,Female
Dog_8227,Shiny,Clear,Smelly,Low,Increased,Losing,Female
Dog_8228,Smooth,Clear,Inflamed,High,Increased,Gaining,Male
Dog_8229,Shiny,Clear,Smelly,Low,Increased,Losing,Female
Dog_8230,Shedding,Redness,Clean,Normal,Decreased,Stable,Male
Dog_8231,Shiny,Redness,Clean,High,Decreased,Losing,Female
Dog_8232,Shiny,Clear,Inflamed,Normal,Increased,Losing,Male
Dog_8233,Shedding,Cloudy,Smelly,Low,Decreased,Gaining,Female
Dog_8234,Shiny,Cloudy,Smelly,High,Normal,Losing,Male
Dog_8235,Shedding,Cloudy,Inflamed,Normal,Decreased,Gaining,Male
Dog_8236,Shiny,Cloudy,Clean,Normal,Normal,Stable,Female
Dog_8237,Shedding,Redness,Inflamed,Normal,Decreased,Losing,Male
Dog_8238,Shiny,Cloudy,Smelly,Normal,Decreased,Gaining,Male
Dog_8239,Shedding,Cloudy,Smelly,Normal,Normal,Stable,Female
Dog_8240,Smooth,Clear,Inflamed,Low,Normal,Stable,Male
Dog_8241,Shedding,Cloudy,Clean,Low,Increased,Gaining,Female
Dog_8242,Shiny,Redness,Clean,Low,Decreased,Gaining,Female
Dog_8243,Shiny,Cloudy,Inflamed,Low,Normal,Losing,Male
Dog_8244,Coarse,Cloudy,Smelly,Low,Increased,Stable,Female
Dog_8245,Shedding,Redness,Clean,Low,Normal,Stable,Female
Dog_8246,Smooth,Clear,Inflamed,Low,Increased,Gaining,Male
Dog_8247,Shedding,Redness,Smelly,Normal,Increased,Stable,Male
Dog_8248,Shedding,Clear,Clean,Low,Normal,Gaining,Male
Dog_8249,Smooth,Cloudy,Clean,Normal,Normal,Losing,Female
Dog_8250,Shedding,Clear,Inflamed,High,Decreased,Gaining,Female
Dog_8251,Smooth,Clear,Smelly,Low,Decreased,Losing,Male
Dog_8252,Smooth,Clear,Clean,Normal,Increased,Gaining,Male
Dog_8253,Shedding,Cloudy,Inflamed,High,Normal,Losing,Male
Dog_8254,Shedding,Clear,Clean,High,Decreased,Stable,Male
Dog_8255,Shiny,Clear,Smelly,Normal,Increased,Gaining,Male
Dog_8256,Shiny,Cloudy,Clean,Normal,Decreased,Gaining,Male
Dog_8257,Coarse,Redness,Smelly,Normal,Increased,Gaining,Male
Dog_8258,Coarse,Redness,Clean,Low,Decreased,Losing,Male
Dog_8259,Shedding,Redness,Clean,High,Normal,Gaining,Male
Dog_8260,Smooth,Cloudy,Inflamed,Low,Increased,Gaining,Male
Dog_8261,Coarse,Cloudy,Clean,Low,Increased,Stable,Female
Dog_8262,Shedding,Redness,Smelly,Low,Decreased,Gaining,Female
Dog_8263,Coarse,Clear,Inflamed,High,Decreased,Gaining,Female
Dog_8264,Smooth,Redness,Smelly,High,Decreased,Gaining,Male
Dog_8265,Shedding,Cloudy,Smelly,High,Normal,Gaining,Male
Dog_8266,Smooth,Clear,Inflamed,Normal,Decreased,Stable,Female
Dog_8267,Shedding,Clear,Smelly,Low,Decreased,Gaining,Female
Dog_8268,Coarse,Cloudy,Clean,Normal,Normal,Gaining,Female
Dog_8269,Shiny,Clear,Inflamed,Normal,Decreased,Stable,Male
Dog_8270,Coarse,Redness,Clean,Low,Normal,Losing,Male
Dog_8271,Coarse,Cloudy,Clean,High,Normal,Losing,Female
Dog_8272,Shiny,Cloudy,Smelly,Low,Decreased,Stable,Male
Dog_8273,Shiny,Cloudy,Smelly,Normal,Normal,Stable,Female
Dog_8274,Shedding,Cloudy,Clean,High,Decreased,Losing,Female
Dog_8275,Shedding,Clear,Inflamed,High,Normal,Gaining,Female
Dog_8276,Smooth,Cloudy,Clean,Normal,Increased,Losing,Male
Dog_8277,Smooth,Cloudy,Clean,High,Decreased,Gaining,Female
Dog_8278,Coarse,Clear,Smelly,High,Increased,Stable,Male
Dog_8279,Shiny,Cloudy,Smelly,Low,Increased,Stable,Female
Dog_8280,Smooth,Clear,Clean,Low,Increased,Stable,Female
Dog_8281,Coarse,Clear,Clean,Normal,Increased,Losing,Male
Dog_8282,Shiny,Cloudy,Smelly,Normal,Decreased,Stable,Male
Dog_8283,Shedding,Redness,Clean,Normal,Normal,Losing,Female
Dog_8284,Coarse,Cloudy,Smelly,High,Decreased,Gaining,Male
Dog_8285,Shedding,Redness,Clean,Normal,Decreased,Gaining,Female
Dog_8286,Smooth,Clear,Inflamed,Low,Normal,Gaining,Female
Dog_8287,Smooth,Redness,Inflamed,High,Increased,Stable,Male
Dog_8288,Shiny,Cloudy,Clean,Normal,Normal,Gaining,Female
Dog_8289,Coarse,Cloudy,Smelly,High,Increased,Stable,Female
Dog_8290,Shedding,Redness,Clean,High,Decreased,Losing,Female
Dog_8291,Shiny,Cloudy,Clean,High,Normal,Stable,Female
Dog_8292,Smooth,Redness,Smelly,Normal,Normal,Gaining,Female
Dog_8293,Smooth,Clear,Clean,High,Increased,Stable,Female
Dog_8294,Coarse,Redness,Smelly,High,Normal,Stable,Female
Dog_8295,Shedding,Redness,Clean,High,Decreased,Losing,Male
Dog_8296,Coarse,Redness,Smelly,Low,Normal,Stable,Male
Dog_8297,Shedding,Redness,Clean,Normal,Normal,Gaining,Female
Dog_8298,Shedding,Clear,Inflamed,Low,Decreased,Stable,Female
Dog_8299,Coarse,Clear,Smelly,High,Increased,Stable,Male
Dog_8300,Shiny,Clear,Inflamed,High,Normal,Gaining,Female
Dog_8301,Coarse,Redness,Smelly,Low,Increased,Stable,Male
Dog_8302,Coarse,Clear,Smelly,High,Normal,Losing,Male
Dog_8303,Smooth,Cloudy,Smelly,Low,Decreased,Gaining,Male
Dog_8304,Smooth,Clear,Smelly,High,Increased,Gaining,Female
Dog_8305,Coarse,Redness,Clean,High,Normal,Stable,Female
Dog_8306,Coarse,Cloudy,Clean,High,Increased,Losing,Male
Dog_8307,Smooth,Redness,Smelly,High,Normal,Losing,Male
Dog_8308,Shedding,Cloudy,Clean,Normal,Decreased,Gaining,Female
Dog_8309,Coarse,Redness,Smelly,Normal,Decreased,Gaining,Female
Dog_8310,Shiny,Redness,Smelly,Normal,Normal,Stable,Male
Dog_8311,Shiny,Cloudy,Inflamed,Low,Normal,Gaining,Male
Dog_8312,Shiny,Clear,Smelly,Low,Increased,Losing,Male
Dog_8313,Coarse,Cloudy,Smelly,Low,Normal,Stable,Female
Dog_8314,Shedding,Cloudy,Clean,Low,Increased,Stable,Female
Dog_8315,Shedding,Cloudy,Smelly,Normal,Normal,Losing,Male
Dog_8316,Smooth,Cloudy,Smelly,Low,Decreased,Losing,Female
Dog_8317,Coarse,Cloudy,Inflamed,Low,Increased,Gaining,Female
Dog_8318,Shedding,Redness,Clean,Low,Increased,Losing,Male
Dog_8319,Coarse,Redness,Clean,High,Decreased,Stable,Female
Dog_8320,Smooth,Clear,Inflamed,Low,Increased,Stable,Female
Dog_8321,Smooth,Clear,Smelly,High,Decreased,Losing,Male
Dog_8322,Smooth,Cloudy,Inflamed,Low,Decreased,Gaining,Male
Dog_8323,Shiny,Clear,Clean,Low,Decreased,Stable,Female
Dog_8324,Coarse,Clear,Inflamed,High,Normal,Gaining,Female
Dog_8325,Smooth,Cloudy,Clean,Low,Decreased,Losing,Male
Dog_8326,Coarse,Redness,Inflamed,High,Increased,Gaining,Female
Dog_8327,Shiny,Redness,Smelly,Low,Normal,Stable,Male
Dog_8328,Shiny,Clear,Smelly,Low,Decreased,Losing,Male
Dog_8329,Smooth,Redness,Clean,High,Decreased,Stable,Male
Dog_8330,Smooth,Redness,Inflamed,Normal,Decreased,Stable,Female
Dog_8331,Shedding,Clear,Clean,High,Increased,Losing,Male
Dog_8332,Coarse,Cloudy,Smelly,Normal,Normal,Gaining,Female
Dog_8333,Smooth,Clear,Clean,High,Normal,Losing,Male
Dog_8334,Shedding,Clear,Smelly,Normal,Normal,Stable,Male
Dog_8335,Coarse,Clear,Clean,Low,Increased,Stable,Female
Dog_8336,Smooth,Cloudy,Inflamed,Normal,Decreased,Stable,Male
Dog_8337,Shedding,Cloudy,Smelly,Low,Normal,Losing,Male
Dog_8338,Shedding,Cloudy,Clean,High,Decreased,Losing,Female
Dog_8339,Coarse,Cloudy,Smelly,Normal,Increased,Losing,Female
Dog_8340,Shedding,Clear,Inflamed,Low,Normal,Losing,Male
Dog_8341,Coarse,Redness,Smelly,High,Increased,Gaining,Male
Dog_8342,Coarse,Clear,Inflamed,Normal,Normal,Stable,Female
Dog_8343,Coarse,Cloudy,Smelly,Low,Normal,Gaining,Male
Dog_8344,Shiny,Redness,Inflamed,Normal,Decreased,Stable,Male
Dog_8345,Shedding,Clear,Smelly,Normal,Increased,Stable,Male
Dog_8346,Coarse,Redness,Inflamed,Low,Normal,Gaining,Female
Dog_8347,Smooth,Cloudy,Clean,Low,Normal,Losing,Female
Dog_8348,Shiny,Redness,Clean,High,Increased,Stable,Female
Dog_8349,Shiny,Redness,Smelly,Low,Decreased,Losing,Female
Dog_8350,Shedding,Cloudy,Inflamed,Low,Increased,Gaining,Male
Dog_8351,Coarse,Redness,Clean,Normal,Normal,Stable,Female
Dog_8352,Shedding,Clear,Smelly,Low,Increased,Losing,Female
Dog_8353,Shiny,Redness,Clean,Normal,Decreased,Gaining,Female
Dog_8354,Coarse,Clear,Inflamed,Normal,Decreased,Stable,Female
Dog_8355,Smooth,Redness,Smelly,Low,Decreased,Gaining,Male
Dog_8356,Coarse,Redness,Inflamed,Low,Decreased,Losing,Female
Dog_8357,Shiny,Cloudy,Inflamed,Low,Decreased,Stable,Female
Dog_8358,Smooth,Cloudy,Inflamed,Low,Decreased,Stable,Male
Dog_8359,Coarse,Clear,Clean,High,Decreased,Stable,Male
Dog_8360,Smooth,Cloudy,Smelly,Normal,Normal,Gaining,Female
Dog_8361,Smooth,Cloudy,Inflamed,High,Increased,Gaining,Female
Dog_8362,Shiny,Cloudy,Clean,High,Decreased,Gaining,Female
Dog_8363,Smooth,Cloudy,Inflamed,Normal,Increased,Gaining,Male
Dog_8364,Shedding,Cloudy,Clean,High,Increased,Losing,Female
Dog_8365,Shiny,Clear,Smelly,Low,Normal,Gaining,Male
Dog_8366,Shedding,Clear,Smelly,Low,Increased,Gaining,Male
Dog_8367,Smooth,Cloudy,Smelly,Low,Increased,Gaining,Male
Dog_8368,Shedding,Cloudy,Smelly,Low,Decreased,Losing,Male
Dog_8369,Coarse,Clear,Inflamed,Normal,Decreased,Losing,Female
Dog_8370,Smooth,Redness,Clean,Low,Increased,Stable,Male
Dog_8371,Coarse,Clear,Smelly,Normal,Decreased,Gaining,Female
Dog_8372,Shedding,Redness,Inflamed,Normal,Normal,Stable,Male
Dog_8373,Coarse,Cloudy,Smelly,Normal,Increased,Stable,Female
Dog_8374,Smooth,Cloudy,Smelly,Normal,Increased,Losing,Female
Dog_8375,Coarse,Clear,Smelly,High,Normal,Losing,Female
Dog_8376,Shedding,Cloudy,Clean,High,Normal,Stable,Male
Dog_8377,Shedding,Redness,Clean,Low,Normal,Stable,Male
Dog_8378,Shedding,Redness,Clean,Normal,Normal,Gaining,Female
Dog_8379,Smooth,Clear,Smelly,Low,Increased,Losing,Male
Dog_8380,Shedding,Redness,Inflamed,Low,Decreased,Losing,Female
Dog_8381,Smooth,Clear,Inflamed,Low,Decreased,Stable,Male
Dog_8382,Coarse,Clear,Inflamed,Low,Decreased,Losing,Male
Dog_8383,Shedding,Redness,Smelly,Normal,Decreased,Stable,Male
Dog_8384,Coarse,Redness,Clean,Normal,Normal,Stable,Female
Dog_8385,Shiny,Redness,Inflamed,High,Decreased,Losing,Female
Dog_8386,Coarse,Redness,Smelly,Normal,Decreased,Gaining,Male
Dog_8387,Shiny,Redness,Smelly,Normal,Increased,Losing,Female
Dog_8388,Coarse,Redness,Inflamed,Low,Increased,Stable,Male
Dog_8389,Smooth,Redness,Inflamed,Normal,Decreased,Stable,Female
Dog_8390,Coarse,Cloudy,Smelly,Low,Normal,Gaining,Female
Dog_8391,Smooth,Clear,Inflamed,Normal,Decreased,Stable,Female
Dog_8392,Smooth,Clear,Smelly,High,Normal,Gaining,Male
Dog_8393,Shedding,Redness,Inflamed,Low,Increased,Losing,Female
Dog_8394,Smooth,Clear,Clean,Normal,Normal,Gaining,Male
Dog_8395,Shiny,Redness,Smelly,Normal,Decreased,Stable,Male
Dog_8396,Shedding,Cloudy,Clean,Low,Increased,Stable,Male
Dog_8397,Shedding,Clear,Inflamed,High,Decreased,Gaining,Female
Dog_8398,Coarse,Clear,Smelly,High,Decreased,Losing,Female
Dog_8399,Smooth,Cloudy,Inflamed,Normal,Normal,Gaining,Male
Dog_8400,Smooth,Cloudy,Smelly,Normal,Decreased,Stable,Female
Dog_8401,Shiny,Cloudy,Inflamed,Normal,Decreased,Losing,Male
Dog_8402,Coarse,Clear,Clean,Low,Increased,Gaining,Male
Dog_8403,Coarse,Clear,Clean,Low,Normal,Gaining,Male
Dog_8404,Shedding,Cloudy,Inflamed,Low,Normal,Gaining,Female
Dog_8405,Shedding,Cloudy,Clean,Normal,Increased,Stable,Female
Dog_8406,Shedding,Cloudy,Clean,High,Increased,Stable,Female
Dog_8407,Shiny,Cloudy,Inflamed,Low,Normal,Stable,Male
Dog_8408,Shiny,Cloudy,Smelly,High,Increased,Losing,Female
Dog_8409,Shedding,Redness,Inflamed,Normal,Normal,Losing,Male
Dog_8410,Coarse,Cloudy,Smelly,Low,Increased,Losing,Male
Dog_8411,Shiny,Redness,Clean,Low,Normal,Stable,Female
Dog_8412,Coarse,Clear,Clean,Low,Normal,Losing,Female
Dog_8413,Coarse,Clear,Clean,Normal,Increased,Losing,Male
Dog_8414,Smooth,Redness,Clean,Normal,Decreased,Gaining,Male
Dog_8415,Shedding,Cloudy,Clean,Normal,Decreased,Stable,Female
Dog_8416,Smooth,Clear,Smelly,High,Increased,Gaining,Female
Dog_8417,Shedding,Cloudy,Smelly,High,Normal,Stable,Male
Dog_8418,Shedding,Cloudy,Smelly,Low,Increased,Stable,Female
Dog_8419,Coarse,Redness,Inflamed,Low,Decreased,Losing,Female
Dog_8420,Shedding,Clear,Clean,Normal,Normal,Gaining,Male
Dog_8421,Coarse,Clear,Clean,Normal,Normal,Gaining,Female
Dog_8422,Coarse,Redness,Clean,Normal,Normal,Losing,Male
Dog_8423,Shedding,Cloudy,Inflamed,Low,Decreased,Gaining,Female
Dog_8424,Coarse,Cloudy,Inflamed,Normal,Decreased,Gaining,Male
Dog_8425,Coarse,Clear,Inflamed,High,Normal,Stable,Male
Dog_8426,Coarse,Redness,Clean,High,Normal,Gaining,Female
Dog_8427,Shiny,Redness,Smelly,Low,Decreased,Gaining,Female
Dog_8428,Coarse,Cloudy,Inflamed,Low,Decreased,Stable,Female
Dog_8429,Shiny,Cloudy,Inflamed,High,Normal,Losing,Female
Dog_8430,Shiny,Redness,Smelly,Normal,Increased,Stable,Male
Dog_8431,Coarse,Clear,Inflamed,Low,Increased,Losing,Female
Dog_8432,Coarse,Cloudy,Smelly,Low,Increased,Losing,Female
Dog_8433,Shiny,Redness,Clean,Low,Decreased,Stable,Male
Dog_8434,Shiny,Redness,Smelly,High,Increased,Stable,Male
Dog_8435,Coarse,Redness,Smelly,Low,Increased,Losing,Male
Dog_8436,Coarse,Clear,Clean,High,Decreased,Stable,Female
Dog_8437,Shedding,Cloudy,Inflamed,High,Increased,Stable,Male
Dog_8438,Shiny,Cloudy,Clean,Normal,Normal,Gaining,Female
Dog_8439,Shiny,Cloudy,Inflamed,Normal,Decreased,Stable,Male
Dog_8440,Shedding,Clear,Inflamed,Normal,Normal,Stable,Female
Dog_8441,Shiny,Cloudy,Smelly,Low,Increased,Gaining,Male
Dog_8442,Smooth,Cloudy,Clean,High,Normal,Losing,Male
Dog_8443,Shiny,Cloudy,Smelly,Low,Decreased,Losing,Female
Dog_8444,Shedding,Cloudy,Clean,High,Increased,Stable,Female
Dog_8445,Smooth,Clear,Clean,Low,Decreased,Stable,Female
Dog_8446,Coarse,Redness,Smelly,High,Increased,Losing,Male
Dog_8447,Shedding,Redness,Inflamed,Normal,Decreased,Stable,Female
Dog_8448,Shedding,Cloudy,Inflamed,Normal,Decreased,Losing,Male
Dog_8449,Coarse,Cloudy,Clean,Low,Normal,Losing,Female
Dog_8450,Shedding,Cloudy,Inflamed,High,Decreased,Gaining,Female
Dog_8451,Shiny,Clear,Smelly,Normal,Decreased,Gaining,Male
Dog_8452,Coarse,Cloudy,Smelly,High,Normal,Stable,Male
Dog_8453,Shedding,Clear,Smelly,Low,Increased,Stable,Female
Dog_8454,Coarse,Cloudy,Clean,Normal,Increased,Losing,Male
Dog_8455,Coarse,Cloudy,Clean,Low,Decreased,Stable,Female
Dog_8456,Coarse,Redness,Inflamed,Low,Normal,Gaining,Female
Dog_8457,Smooth,Cloudy,Smelly,High,Increased,Losing,Female
Dog_8458,Shedding,Clear,Smelly,Low,Normal,Losing,Female
Dog_8459,Smooth,Redness,Clean,Low,Decreased,Stable,Female
Dog_8460,Shedding,Clear,Clean,High,Normal,Losing,Female
Dog_8461,Shiny,Redness,Clean,High,Decreased,Losing,Female
Dog_8462,Shiny,Clear,Smelly,Low,Increased,Losing,Female
Dog_8463,Shiny,Redness,Smelly,Normal,Increased,Gaining,Female
Dog_8464,Shedding,Clear,Inflamed,Normal,Increased,Losing,Female
Dog_8465,Coarse,Clear,Smelly,High,Increased,Gaining,Female
Dog_8466,Coarse,Cloudy,Inflamed,Low,Normal,Losing,Male
Dog_8467,Smooth,Redness,Inflamed,Normal,Normal,Stable,Male
Dog_8468,Smooth,Redness,Smelly,High,Normal,Stable,Female
Dog_8469,Shiny,Cloudy,Inflamed,High,Decreased,Losing,Female
Dog_8470,Smooth,Clear,Inflamed,High,Increased,Stable,Female
Dog_8471,Shedding,Clear,Clean,Low,Increased,Gaining,Female
Dog_8472,Shedding,Redness,Smelly,High,Increased,Losing,Male
Dog_8473,Smooth,Clear,Inflamed,Normal,Normal,Gaining,Male
Dog_8474,Smooth,Redness,Inflamed,Low,Normal,Losing,Male
Dog_8475,Smooth,Redness,Inflamed,Normal,Increased,Gaining,Female
Dog_8476,Smooth,Clear,Smelly,Normal,Decreased,Stable,Male
Dog_8477,Shiny,Clear,Clean,Normal,Normal,Gaining,Male
Dog_8478,Shiny,Clear,Clean,Low,Increased,Gaining,Male
Dog_8479,Smooth,Cloudy,Smelly,Normal,Increased,Stable,Male
Dog_8480,Shedding,Redness,Smelly,High,Increased,Stable,Male
Dog_8481,Shiny,Clear,Smelly,High,Decreased,Losing,Female
Dog_8482,Shedding,Cloudy,Smelly,Normal,Increased,Losing,Male
Dog_8483,Coarse,Clear,Clean,High,Normal,Gaining,Male
Dog_8484,Shedding,Redness,Inflamed,Low,Decreased,Losing,Male
Dog_8485,Smooth,Cloudy,Inflamed,Low,Decreased,Gaining,Female
Dog_8486,Coarse,Redness,Smelly,High,Increased,Losing,Male
Dog_8487,Shiny,Clear,Smelly,High,Normal,Stable,Male
Dog_8488,Shiny,Clear,Inflamed,Low,Normal,Stable,Female
Dog_8489,Coarse,Clear,Clean,Normal,Increased,Stable,Female
Dog_8490,Shedding,Cloudy,Smelly,Low,Increased,Stable,Male
Dog_8491,Shiny,Cloudy,Smelly,Normal,Normal,Gaining,Male
Dog_8492,Smooth,Cloudy,Clean,High,Decreased,Stable,Male
Dog_8493,Coarse,Cloudy,Clean,High,Decreased,Stable,Female
Dog_8494,Smooth,Clear,Clean,Normal,Increased,Stable,Female
Dog_8495,Coarse,Clear,Smelly,Normal,Increased,Stable,Male
Dog_8496,Shiny,Clear,Clean,Low,Normal,Losing,Male
Dog_8497,Shedding,Cloudy,Smelly,Normal,Normal,Gaining,Male
Dog_8498,Coarse,Cloudy,Smelly,High,Normal,Gaining,Male
